workload_name,ratio_p,ratio_d,arrival_rate,kv_transfer_ms,num_requests,avg_ttft_ms,p95_ttft_ms,p99_ttft_ms,avg_tpot_ms,p95_tpot_ms,p99_tpot_ms,avg_total_latency_ms,p95_total_latency_ms,throughput_req_s,throughput_tok_s,goodput_req_s,prefill_util,decode_util,avg_prefill_queue_wait_ms,avg_decode_queue_wait_ms,data_source
mixed_70p30d,1,7,4.0,50.0,200,22705.088905892153,51714.17781870557,52650.146477963965,23.335133099892026,23.886028854619887,23.886028854619887,26433.276473771133,54218.04636065442,1.7701699029964293,287.75881943109954,0.12391189320975006,0.5601900022313325,0.942789346483547,8263.917278378332,14074.710478059706,simulated
mixed_70p30d,1,7,8.0,0.0,200,34710.00047954549,75110.22018303891,76322.23077481189,23.335133099892026,23.886028854619887,23.886028854619887,38438.18804742447,77098.87092794008,1.7768890396172232,288.85108228017583,0.07996000678277504,0.5623163479296882,0.9463679467144789,20009.348890794456,14384.19043929692,simulated
mixed_70p30d,1,7,8.0,5.0,200,34715.00047954549,75115.22018303891,76327.23077481189,23.335133099892026,23.886028854619887,23.886028854619887,38443.18804742447,77103.87092794006,1.7768101097569853,288.83825144209555,0.07995645493906434,0.5622913696953911,0.946325908811097,20009.348890794456,14384.190439296917,simulated
mixed_70p30d,1,7,8.0,20.0,200,34730.00047954549,75130.2201830389,76342.23077481188,23.335133099892026,23.886028854619887,23.886028854619887,38458.18804742447,77118.87092794006,1.7765733622436783,288.79976576633237,0.07994580130096553,0.5622164483051996,0.9461998175059774,20009.348890794456,14384.190439296917,simulated
mixed_70p30d,1,7,8.0,50.0,200,34760.00047954549,75160.2201830389,76372.23077481188,23.335133099892026,23.886028854619887,23.886028854619887,38488.18804742447,77148.87092794006,1.776100056436337,288.72282517429096,0.07992450253963516,0.562066665405365,0.9459477356735867,20009.348890794456,14384.19043929692,simulated
mixed_70p30d,2,6,0.5,0.0,200,317.49006478620316,611.6289138794002,611.6289138794002,23.335133099892026,23.886028854619887,23.886028854619887,4045.677632665182,11760.883762594347,0.48980125902381966,79.62209266691212,0.48980125902381966,0.0775015347173758,0.30434516077067947,1.0289153320869104,0.0,simulated
mixed_70p30d,2,6,0.5,5.0,200,322.49006478619935,616.6289138793957,616.6289138793957,23.335133099892026,23.886028854619887,23.886028854619887,4050.677632665178,11765.883762594342,0.4897952614654264,79.62111770381972,0.4897952614654264,0.07750058572026426,0.30434143410023956,1.0289153320869104,0.0,simulated
mixed_70p30d,2,6,0.5,20.0,200,337.49006478620004,631.6289138794104,631.6289138794104,23.335133099892026,23.886028854619887,23.886028854619887,4065.6776326651784,11780.883762594329,0.48977726967148705,79.61819295779694,0.48977726967148705,0.07749773886836887,0.3043302546364915,1.0289153320869104,0.0,simulated
mixed_70p30d,2,6,0.5,50.0,200,367.4900647862103,661.6289138794116,661.6289138794116,23.335133099892026,23.886028854619887,23.886028854619887,4095.677632665189,11810.883762594358,0.4897412900487042,79.61234411031735,0.4897412900487042,0.07749204579197748,0.3043078981727655,1.0289153320869104,0.0,simulated
mixed_70p30d,2,6,1.0,0.0,200,452.996743434609,1394.6335422689701,2291.8765799730313,23.335133099892026,23.886028854619887,23.886028854619887,4181.184311313588,11760.883762594318,0.9521774477049932,154.7859658989237,0.9140903497967935,0.1506635847925047,0.5916493538247489,3.2218765640305946,133.31371741646043,simulated
